Country,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Israel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40304,80608,131904,197856,267472,359072,436016,516624,564256,619216,692496,751120,861040,945312,1033248,1106528,1238432,1403312,1483920,1604832,3275616,6195824,9856160,13897552,18224736,23042896,27839072,33012640,38552608,44155378,50615405,57676180,65608541,73808106,82945359,95874197,109455585,122983498,136777664,151578599,168137956,184356895,201247765,220508921,239877854,259418259,278914939,298680781,319712359,340576666,361561184,382578668,406433417,430142264,453640621,478253434,504601511,531670221,561372558,592766573,628589632,664738275,706821295,751055570,798530069,848395231,900330983,955194860,1011204158,1065958672,1125478052,1188500406,1247800140,1310214818,1368893937,1425417943,1487567025,1550366932,1618347208,1682208154,1750495055,1819089793,1893874265,1959871335,2023421987,2089517860,2154686078,2221239489
Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29312,699824,1927264,2997152,4601984,5873392,7349984,8819248,10515680,12387984,15066368,17374688,20349856,23119840,26116992,29183760,33291104,37094336,40879248,45235744,50303056,56260720,62533488,69179984,76540960,84916864,93245136,103394416,114291152,125546960,137755408,148754736,159644144,170167152,183229312,195250896,206675248,218594240,230996880,244586656,258495200,272015360,287030432,302345952,318533504,336377184,357467168,380275568,403538304,429241264,454977200,481515552,509365616,539329808,566567984,590347344,613859232,629980832,648960352,667569808,685439136,707320544,733019840,759843984,792024896,822993024,858834272,899218880,937379440,981420720,1020984592,1055169712,1083246944,1113735088,1153412544,1198805840,1230810880,1276002656,1321000240,1367140992,1416190960,1459096400,1500994240,1508113392,1511696784,1516053280,1538227808,1575025360,1610566160,1650353536,1691804368,1740649152,1791296624,1847322848,1912296560,1985605872,2069126752,2156253008,2243903216,2337987819,2447190905,2571565802,2717820787,2882377025,3058098103,3247626482,3461608743,3695738483,3944910644,4214571613,4510936158,4821985372,5150222917,5503572154,5861825238,6202877874,6568673563,6923091489,7294365643,7679621537,8066054975,8441355583,8808235134,9166644743,9531246349,9900229311,10263417498,10643516763,11029479764,11434222473,11874166575,12314260997,12753471411,13185072385,13610563020,14062541927,14507103501,14956569121,15416809449,15881410902,16352178649,16828380518,17306089856,17797570580,18293098366,18788332381,19278082351,19758573936,20226635996,20642568389,21067441551,21480873056,21872863421,22236263323,22584739563,22940222777,23290545792,23645999964
Jamaica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271136,791424,1355680,1971232,2762656,3748272,5008688,6613520,7969200,9807726,11276128,13404050,15521040,17916493,21978740,24967316,28483330,32347483,36225995,40492891,45481476,51228716,57511073,65801491,73395889,81576668,88852651,96293701,105405696,113935277,122380713,129789284,136003453,142448559,147589366,152631311,157178700,162558024,167083872,173808416,181335548,189086146,196796915,204797191,212988150,222161556,231849269,241917364,251611399,261569587,271883577,282460104,292662593,303329566,313903789,324254376,335677795,345294850,355433285,363187537,370447136,378244741,385662930,393700970,401116296,408813984,416625405,424398054
Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10992,29312,47632,73280,106256,146560,732800,2172752,3576064,4865792,6723440,9039088,11387712,13802288,16315792,19027152,21984000,25332896,28938272,33412016,38581920,44836368,51592784,59715872,67791328,76365088,87390064,99616832,112532432,126074576,143321024,160593120,180004992,203278720,228223232,254010464,283062320,312993536,345848624,380920432,418553376,456809200,496193536,540403360,589684160,643999296,702015072,754857280,813455632,880939184,952482448,1031676144,1105956416,1172765792,1244195472,1320102560,1399450144,1481461456,1564066336,1653548544,1745954624,1840852224,1927033168,2004951792,2082947360,2174309200,2275530864,2381937088,2498811360,2624266720,2756024160,2883791504,3037052960,3191681088,3339490512,3490143200,3628887888,3705527776,3758238080,3828275440,3916365328,4014798688,4117357712,4240841840,4371276576,4517081792,4659659024,4801576736,4962265120,5150393200,5331614640,5524234627,5756734268,6039521168,6332385598,6657221061,7016112153,7402583332,7821828451,8311135879,8873048433,9526263852,10294226962,11090771359,11942941840,12857207513,13771514304,14640025715,15547171084,16480409788,17382001221,18335074143,19279944467,20206781835,21104191561,21985103065,22922175153,23834578150,24746840361,25649373141,26634840205,27656524971,28811788385,29978828902,31155771473,32325968206,33551141627,34788994450,36038870138,37282237270,38485947804,39725787924,40988522386,42236609810,43513846356,44799231768,46079267890,47366124205,48628763657,49928815630,51158061080,52318264713,53529837581,54791236171,56093319098,57407388670,58671561922,59895228397,61099547020,62304608199
Jordan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172208,333424,527616,740128,992944,1374000,1824672,2319312,2843264,3498674,4241813,5219209,6266162,7485115,8725963,10146377,11727709,13140706,14644678,16401467,17957151,19611585,21525183,23724751,25950056,28439258,31383854,34537787,38165134,41942018,46637833,52463017,58718704,66018650,74265522,82687035,91852087,101358106,110535118,119614872,129861896,139537710,151520745,163294767,176544249,189751978,203578402,217651996,231903854,246169227,261369264,276979716,293400390,310382428,329051915,349488014,370015456,391452444,412170359,433506619,454120964,475364733,499177823,522917106,548674764,571842514,593472587,614829331
Kazakhstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107737205,219906455,335581275,456985614,587183724,725649268,872533359,1027649291,1189845135,1356597340,1530259124,1712917285,1906775803,2110765583,2323396071,2544149491,2776219139,3017180196,3266293786,3523920531,3783642021,4053547600,4318301411,4588047941,4861612957,5137598227,5435247598,5733642578,6044578977,6364021225,6676699974,6943216829,7200314032,7433253221,7638497753,7809563752,7972246887,8121249553,8262018849,8397112612,8504435614,8637974358,8766193043,8912975243,9077294244,9248354323,9432673302,9635643224,9848859622,10062240023,10271586716,10508548791,10735628411,10969489209,11209325921,11466182584,11729666450,12008028378,12300616894
Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,908672,2300992,3891168,5404400,7104496,9090384,11310768,13593440,15681920,17890034,20314176,22712759,25334786,28187645,31010896,33474806,36154893,38853330,41668747,44795217,47873432,51552543,55418488,59332094,64275047,69243470,73839634,78874845,84171581,89183420,95334924,101807982,106441773,111036395,115289508,119005467,123078428,128154300,132844260,137932739,143618828,148329179,153731263,159946400,166366845,173772300,182927272,191047013,200943032,210972356,221273926,230509580,238329177,244914749,252352743,260691342,270027893,279568319,289480031,301444111,313190076,326118137,338085293,350855767,364512175,379060790,394295004,410113224
Kiribati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7328,18320,36640,54960,65952,76944,98928,131904,142896,164880,194192,219840,256480,289456,322432,355408,377392,399376,425024,454336,483648,509296,531280,553264,575248,593568,615552,637536,659520,681504,703488,729136,758448,787760,817072,850048,875696,905008,934320,963632,989280,1029584,1069888,1113856,1176144,1245760,1297056,1352016,1392320,1454608,1516896,1579184,1641472,1703760,1771733,1840486,1913895
Kuwait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2454880,9203968,9541056,10603616,10988336,11105584,10669568,10618272,12021584,13868240,14908816,17107216,20796864,24596432,32393424,42366832,56645440,73657392,98971968,134362544,169485648,194906480,217330160,244139648,269161104,296278368,323890272,348112976,367424999,384237936,402694133,419895543,440867123,458494802,483110985,508250606,529340873,550882091,579167333,608237516,643467781,674845639,707670750,743442395,794328626,804502844,825524695,858726710,897508432,952097411,1002011008,1056681656,1108242247,1162064456,1215448534,1272933215,1330913065,1390535999,1453643931,1524810370,1598199461,1673074239,1755372503,1842327430,1931599655,2022229770,2124120095,2221934767,2316698068,2419025081,2522481035,2626874527
Kyrgysztan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyrgyzstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11166356,19752213,25956673,30467721,36131920,41704965,47618102,52264947,56867430,60729730,65649012,71030631,76837452,82351073,87770042,94288317,101836588,108573965,114886823,122440330,132440156,142098611,151511687,161441127,171301052,181734180
Laos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25648,84272,142896,216176,293120,373728,487312,619216,765776,937984,1117520,1352016,1670784,1839328,2158096,2729680,3151040,3638352,4154976,4448096,4700912,4924416,5155248,5386080,5609584,5796448,5946672,6104224,6283760,6466960,6668480,6877328,7086176,7295024,7529520,7742032,7976528,8232333,8488135,8762253,9109649,9578400,10179019,10856546,11775860,12704728,13567479,14693995,15768058,17134809,18512120,20019146,20882770,21781876,22921991,24420015,25886889,27401546,28803091,30476239,32221226,34119762,36077735
Latvia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10992,29312,65952,102592,128240,153888,190528,227168,278464,337088,414032,494640,494640,494640,494640,494640,494640,494640,494640,494640,494640,494640,494640,494640,494640,494640,494640,494640,494640,494640,494640,6309565,12363686,18606999,25159539,32186701,39660078,47587815,55959832,64713964,73714009,83086983,92945508,103413554,114433897,125926753,137864889,150421662,163464700,176954483,190909527,204981652,219609939,233967583,248599104,263445848,278431131,294592829,310804701,327702097,345067267,362075189,381881083,399919717,414186954,426174716,436594980,445762564,455006106,463712924,472041836,479779806,486878852,494395178,501938112,509678782,517429738,525264893,533598200,542253265,550471989,557952693,566599649,574482329,582066184,589489776,596728530,604062191,611325809,618492628
Lebanon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3664,14656,29312,29312,80608,139232,201520,263808,322432,344416,366400,718144,754784,820736,894016,967296,1051568,1154160,1271408,2784640,4242912,5419056,6668480,7976528,9599680,11486640,13553136,15535360,17983575,20559584,23238095,26088875,29111713,32372771,35684769,39307701,42872336,46565657,50909774,54850493,60151133,65804450,72871187,79959054,86224161,92148193,97533711,103029601,108814825,114704597,120548866,126268307,133210524,139923722,147688670,155167131,162837509,170183179,177903965,185771819,193886686,203613622,213983236,225111936,237392114,250177716,265310083,281625605,298083837,313550101,329956334,346200719,364728188,381935876,398589355,413381387,427134202,444560260,465530770,485545942,505810070,528178903,550375263,574079083,595348268,615105675,634652476
Lesotho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1472928,3000816,4587328,6221472,7895920,9603344,11340080,13109792,14912480,16737152,18587472,20463440,22368720,24299648,26281872,28293408,30330592,32404416,34529536,36746256,39021600,41351904,43755488,46188384,48654256,51139004,53600907,56424722
Liberia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47632,91600,146560,205184,307776,366400,414032,498304,659520,802416,967296,1128512,1381328,1736736,2220384,2777312,3389200,4001088,4883904,6155015,7605602,9129470,10635017,12114916,13836640,15320203,16795804,18267167,19770319,21712218,23749776,25684719,26282127,26988645,27684077,28400162,29123040,29881503,30690686,31350280,31818417,32096881,32378354,32692799,33004239,33329666,33665408,34012811,34385856,34776531,35190977,35675625,36157932,36676040,37279775,37990241,38721369,39371055,39924444,40432743,41215880,42096861,43108284,44043734,44945457,45858339,46827371,47905144
Libya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142896,311440,476320,725472,1025920,1454608,1784368,2095808,2447552,2879904,3572400,4766864,5814768,7276704,7939888,8954816,11581904,30074112,60188528,95710741,128015842,149644137,164864155,179439220,188776795,200345211,218233077,238284767,259440149,285366520,312147062,340815025,371380127,401526144,429802355,460804532,494700026,527048288,563208673,600277195,636790190,679409337,716434309,755143289,798896296,844587374,888384177,933090709,978249630,1022552971,1069345962,1117119760,1164591964,1213372948,1263328782,1315025067,1367691385,1417031130,1472372605,1529568214,1590689859,1629954473,1682363217,1738365468,1795093357,1847257937,1898568306,1951955718
Liechtenstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200764,420268,625620,816426,993206,1178524,1371064,1532165,1691050,1839412,2000665
Lithuania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9104218,18582657,28357074,38615374,49616701,61316548,73727480,86833697,100537989,114627170,129300165,144733160,161143038,178442363,196509122,215303820,235102357,255686049,276994418,299052448,321307804,344458112,367215500,390420465,414000295,437830014,463531683,489352281,516281367,543978213,571147302,606934508,644817791,666004853,682336994,698085213,713089360,728748180,743818376,759706416,773113934,784901959,797398085,810000457,822592337,835759661,849848985,864251943,880015212,895095057,907923062,921635694,935702333,949836082,962942391,975817059,988958651,1002116108,1015509983
